Żydzi Warszawy 1861-1943	Grupińska A., Burska B.	Żydowski Instytut Historyczny	Historia polskiej stolicy to także historia Żydów, bo co trzeci warszawiak był pochodzenia żydowskiego. Czynnie uczestnicząc w życiu największego polskiego miasta współkształtowali jego obraz. Zostało to uwiecznione na licznych fotografiach, które zebrano w niniejszym albumie. Otwiera go seria zdjęć poszczególnych osób, a kończą ujęcia z powstania  w getcie. Opisy umieszczone obok nich zostały zredagowane w trzech językach: polskim, angielskim i niemieckim.
Żydowski Kraków. Przewodnik po zabytkach i miejscach pamięci	Duda E.	vis-a-vis/Etiuda	Wybierając się na wycieczkę po Krakowie, warto wyruszyć także tropem miejsc związanych z historią i kulturą Żydów. Po najciekawszych zabytkach i miejscach pamięci oprowadzi nas niniejszy przewodnik. Najwięcej jest ich na krakowskim Kazimierzu, gdzie pozostał unikalny na światową skalę zespół urbanistyczny dawnego miasta żydowskiego. Pozostałe obiekty znajdziemy w innych dzielnicach Krakowa, gdzie dokumentują rozwój społeczeństwa żydowskiego żydowskiego XIX i XX wieku. Przewodnik prezentuje zwiedzającym trzy trasy, każda z kolorowymi ilustracjami, krótkimi historiami poszczególnych miejsc, opisami obiektów i oczywiście mapkami z dokładną marszrutą. 
Śladami Żydów polskich	Dylewski A.	Pascal	W Polsce niemal w każdym mieście można odnaleźć ślady dziedzictwa Żydów, ich przebogatej kultury i fascynującej obyczajowości. Składają się one na obraz świata, który już niestety przeminął. Pewną jego cząstkę możemy poznać wybierając się w specyficzną podróż w czasie, na którą zaprasza niniejszy przewodnik. Szczególną uwagę poświęcono tutaj tym obiektom, które odrestaurowane i otwarte dla zwiedzających pozwolą poznać klimat żydowskiej kultury. Książka zawiera liczne kolorowe zdjęcia, reprodukcje dzieł malarskich, mapki, schematy i interesujące komentarze. Znaleźć tu można również zawsze przydatne praktyczne informacje dotyczące noclegów czy restauracji w poszczególnych, prezentowanych tu miejscowościach.
Żydzi w kulturze polskiej	Aleksander Hertz	Biblioteka Więzi	Choć Żydów w Polsce pozostało niewielu, to jednak w przeszłości wnieśli oni ogromny wkład w polską kulturę. Wtopiło się w nią wiele elementów bogatej tradycji i mentalności żydowskiej. I wbrew pozorom bardzo upiększyło obraz Polski. Jednak z drugiej strony nie złagodziło niechętnego stosunku do nich, wypływającego z niezrozumienia. Autor porusza te trudne problemy w swej książce w ujęciu socjologicznym. Analizuje, jak obraz jednej grupy i każdego  jej członka odbija się w świadomości członków grupy drugiej. I udowadnia, iż jest to obraz żywy, jest to mozaika zmieniająca się w czasie i przestrzeni, pełna sprzeczności, fragmentaryczna, płynna, ale mogąca znacząco zaważyć na postępowaniu jednostek z poszczególnych grup. Poznanie wzajemnych powiązań i zależności z przeszłości pozwoli na współistnienie według racjonalnych zasad poszanowania odmienności. 
Film żydowski w Polsce	Natan Gross	Rabid	Polską kulturę w przeszłości współtworzyły również elementy tradycji żydowskiej. Jej emanacją był także film, warto więc zapoznać się z jego historią. Autor prowadzi nas po świecie żydowskiej kinematografii sięgając do czasów sprzed I wojny światowej, opowiada o filmie niemym, a potem dźwiękowym tworzonym w II Rzeczypospolitej, o filmie dokumentalnym i o losie filmografii po 1945 roku. Ponadto omawiając wybrane filmy przeprowadza szczegółową analizę ich charakterystycznych cech. Dodatkowym atutem książki są liczne fotografie, spis tytułów największych dzieł oraz bogata bibliografia.
Sąsiedzi. Historia zagłady żydowskiego miasteczka	Gross J. T.	Pogranicze	"Książka-dokument, która w 2000 roku zszokowała opinię publiczną i wywołał falę komentarzy, dociekań, analiz. Historia Jedwabne, małego miasteczka na Mazowszu, w którym 10 lipca 1941 roku zginęło, zamordowanych w bestialski sposób, blisko tysiąc sześćset Żydów. Zrekonstruowana na podstawie dokumentów i wspomnień świadków opowieść o zbrodni, której dopuścili się nie niemieccy naziści, ale przeciętni Polacy, sąsiedzi pomordowanych. To także próba odpowiedzi na pytanie ""dlaczego?"" i krótka analiza skomplikowanych stosunków polsko-żydowskich w czasie okupacji. Pozycja ostra w swej bezkompromisowej ocenie. Kontrowersyjna, bo pokazująca Polakom ich drugie oblicze, do którego bardzo ciężko się przyznać. Mówiąca o demoralizacji, jako o jednym z aspektów II wojny światowej. "
Getto Warszawskie. Przewodnik po nieistniejącym mieście	Engelking B., Leociak J.	Wydawnictwo IFiS PAN	Książka jest przewodnikiem oprowadzającym po warszawskim getcie ? jednej z dzielnic stolicy, która przestała istnieć. Owszem można jeszcze dostrzec okruchy jej murów czy fragmenty ulicznego bruku, ale w swej istocie ta część Warszawy została zniszczona. Na jej gruzach powstała całkiem nowa i inna dzielnica. Jednak ta stara jest nierozerwalnie związana z historią Polski. Warto więc wyruszyć wraz z autorami po jej ulicach, domach i zakamarkach, szlakiem walki i cierpień. Książka w doskonały sposób odtwarza topografię, scenerię wydarzeń, ówczesne realia społeczne i gospodarcze, przejawy życia codziennego, oddaje atmosferę tamtych miejsc i dni. Splata się w niej osobiste spojrzenie i prywatne doświadczenie świadków z planem ogólnym, z historią zbiorowości. Dodatkowe, cenne informacje zawarto w licznych tabelach, wykresach, kalendariach, faksymiliach oraz w szczegółowych mapach dołączonych do książki. Ponadto w aneksie zamieszczono wykaz bunkrów na terenie getta, których adresy udało się ustalić.
Życie i zagłada Żydów polskich 1939-1945. Relacje świadków	Michał Grynberg, Maria Kotowska	Oficyna Naukowa	Żydzi stanowili znaczną część polskiego społeczeństwa. Czynnie uczestniczyli w jego politycznym i gospodarczym życiu. Dlatego też ograniczanie ich działalności i stopniowe odizolowywanie zaburzyło jego funkcjonowanie. Zakładanie gett, aresztowania i mordy Żydów odcisnęły się piętnem na wojennym obrazie Polski. Żaden obszar kraju nie uniknął okrutnego procesu ?oczyszczania? ? począwszy od dystryktu krakowskiego, poprzez warszawski, Kraj Warty aż do Ukrainy. Poddane zostało mu każde miasto, miasteczko, wioska. Relacje jego świadków zostały w książce uporządkowane według administracyjnego podziału Polski w okresie II wojny światowej. Historia każdej miejscowości została naznaczona tragizmem. Książka  stanowi zbiór wspomnień o strachu ludzi wyrzucanych z domów, poniżanych i opuszczonych przez resztę społeczeństwa, o sukcesywnej, planowej zagładzie całego narodu. Powstała ona w oparciu o dokumenty zgromadzone przez Archiwum Żydowskiego Instytutu Historycznego w Warszawie.
Żydzi w województwie lwowskim w okresie międzywojennym	Wacław Wierzbieniec	Wyd. Uniwersytetu Rzeszowskiego	Skupisko Żydów na Kresach Wschodnich w okresie międzywojennym było dość liczne. Jego historię w województwie lwowskim przedstawia Wacław Wierzbieniec w swej książce. Skupił się on przede wszystkim na zagadnieniach demograficznych i społecznych, które do tej pory nigdzie nie zostały tak obszernie opracowane. Publikacja zawiera wiele tabel, wykresów, map, bogatą bibliografię źródeł archiwalnych, drukowanych, relacji i opracowań oraz szczegółowe przypisy. Książka jest naukową monografią dającą pełny obraz omawianych kwestii.
Historia Żydów w Europie Środkowej i Wschodniej	Haumann H.	Adamantan	"Przez wieki miejscem zamieszkania Żydów, ich \""zastępczą ojczyzną\"" była Europa Środkowo-Wschodnia, a w szczególności ziemie dawnej Rzeczpospolitej. Tu żyli i pracowali, tu tętniła ich kultura, tu znaleźli swój azyl. Autor opowiadając ich historię sięga do czasów średniowiecza, gdy musieli w wyniku prześladowań opuścić kraje Europy zachodniej. Spokój i bezpieczeństwo znaleźli w Polsce. Zaczęli aktywnie uczestniczyć w życiu polskiej społeczności. Pojawiły się więc różnego rodzaju zależności i powiązania. Wpłynęły one na przekształcenie się żydowskiej tożsamości i samoświadomości całego narodu. Zmiany te zachodziły przez długi okres kilku wieków aż do1945 roku. Ów proces został w doskonały sposób uchwycony przez autora książki."
Pamięć nieprzyswojona	Michael C. Steinlauf	Cyklady	Michael Steinlauf w swym wnikliwym i obiektywnym studium dziejów powojennej Polski, w które została wpisana pamięć o zagładzie Żydów, starał się prześledzić zmiany polskich reakcji na nią na przestrzeni dziesięcioleci po zakończeniu II wojny światowej. Dochodzi on do wniosku, iż obserwowanie morderstwa na taką skalę, z tak bliskiej perspektywy i przez długi czas  może prowadzić do wypaczeń w postrzeganiu świata. Skutki tego bezprecedensowego, zbiorowego i traumatycznego doświadczenia odbiły się piętnem na psychologicznej i moralnej płaszczyźnie życia narodu. Pojawia się więc problem, jak ów naród poradzi sobie z tym doświadczeniem. Czy będzie chciał je wymazać z pamięci? Czy pogodzi się z przeszłością? Polska droga do otwartej dyskusji na ten temat była długa i bolesna.
Archiwum Ringelbluma, tom 1 Listy o Zagładzie	Ruta Sakowska	PWN	Archiwum Ringelbluma to zbiór materiałów dokumentujących na bieżąco przejawy i konsekwencje ludobójczej polityki Niemców w stosunku do Żydów na ziemiach polskich. Jego twórcy ? mieszkańcy getta warszawskiego, gdy zdali sobie sprawę, iż czeka ich śmierć, postanowili ukryć zebrane dokumenty, by zachować je dla potomnych. Polskie Wydawnictwo Naukowe opublikowało jego część opracowaną przez Rutę Sakowską. Pierwszy tom to listy poszczególnych osób. Stanowią one świadectwo ich przeżyć, uczuć, doświadczeń i tragicznego losu. Towarzyszył im bezustannie strach i niepewność, ale i nadzieja i wiara w lepsze jutro. Historia jednostek w tym zbiorze składa się na obraz hitlerowskiej zagłady całego narodu. 
Holokaust zrozumieć dlaczego	Robert Szuchta, Piotr Trojański	Oficyna Wydawnicza	"Książka bardzo pomocna przy nauczaniu o antyjudaizmie, antysemityzmie i holocauście. Przede wszystkim dogłębna analiza kilkusetletnich trudnych dziejów narodu żydowskiego (od starożytności po czasy współczesne, ze szczególnym uwzględnieniem okresu II wojny światowej) oraz bogatych tradycji i obyczajów, które, podobnie jak w przypadku innych narodów, przyczyniły się do ukształtowania się kultury nowożytnej Europy. Stara się odpowiedzieć na pytanie, co oznacza ""bycie Żydem"" i jakie zagrożenia, bądź obciążenia może ten fakt nieść za sobą. Porusza tematy trudne i kontrowersyjne. Analizuje czynniki wywołujące jawną rasistowską niechęć w stosunku do Żydów, nie omija kwestii religijnych, ekonomicznych, społecznych. Powołuje się na udokumentowane przykłady agresji, aktów zorganizowanej próby zagłady. Bogata bibliografia umożliwia czytelnikowi dalsze zgłębianie tematu."
Żegota. Rada Pomocy Żydom 1942-1945	Kunert A. K.	Rada Ochrony Pamięci Walk i Męczeństwa	Niniejsza publikacja stanowi zbiór materiałów dokumentujących działalność Żegoty. Jej pierwszą część stanowi wywiad z Władysławem Bartoszewskim ? członkiem Rady Pomocy Żydom. Opowiada on o realiach życia w okupowanej Warszawie. I podkreśla, iż polskim fenomenem był fakt, że Polacy i Żydzi w krytycznej sytuacji umieli podjąć współpracę. W części drugiej i trzeciej umieszczono przedruki dokumentów, wiersze, zdjęcia, plany miasta. Natomiast w części czwartej pokrótce scharakteryzowano osoby, które niosły pomoc innym w ramach działalności Żegoty. Poznając tych ludzi i materiały pochodzące z tamtego okresu, historia zagłady narodu żydowskiego staje się dla nas bardziej namacalna, rzeczywista i nie tak odległa. 
Żydzi w Polsce	Tomaszewski J., Żbikowski A.	Cyklady	Poznając historię i tradycję żydowską warto sięgnąć po ten leksykon. Zawarto w nim dwa rodzaje haseł: krótkie notki o osobach, pojęciach i miejscowościach oraz artykuły przedstawiające najważniejsze dziedziny życia Żydów. Mają one charakter autorskich opracowań, niekiedy stanowiąc pierwsze całościowe ujęcie danej problematyki. Znajdą więc w nim Państwo wyczerpujące wyjaśnienie większości zagadnień związanych z judaizmem.
Ostatnie pokolenie. Autobiografia polskiej młodzieży żydowskiej okresu międzywojennego	Alina Cała	Sic!	Historia zbiorowości składa się z historii poszczególnych jednostek. Dlatego aby zgłębić przeszłość grupy warto zapoznać się z osobistymi przeżyciami, doświadczeniami i uczuciami jej członków. Możemy to uczynić sięgając po autobiografie, pamiętniki i dzienniki. W książce opracowanej przez Alinę Całą znajdziemy aż 20 autobiografii napisanych przez osoby spośród młodzieży żydowskiej. Są one plonem trzech konkursów ogłoszonych w 30. latach XX wieku przez Żydowski Instytut Naukowy w Wilnie. W doskonały sposób oddają atmosferę tamtych lat, codzienną historię narodu żydowskiego na ziemi polskiej, jego problemy i radości.
Wielcy i sławni pochodzenia żydowskiego	Marian Fuks	Oficyna Bibliofilów	To zaskakujące, jak wielu sławnych i znanych osób miało żydowskie pochodzenie. Byli to wielcy malarze, aktorzy i pisarze, naukowcy, wynalazcy i politycy. Każdy z nich wniósł swój niezapomniany wkład w naszą cywilizację. Dzięki tej książce poznamy kilkaset intrygujących ciekawostek, nieznanych informacji, ukrywanych dotąd szczegółów z życia tych ludzi oraz sposoby, w jakie wpłynęli na kształt  obecnego świata. Ich dorobek kulturalny, intelektualny  i naukowy okazuje się imponujący.
Goj patrzy na Żyda	Piotr Kuncewicz	Kopia Sp. z o.o.	Naród żydowski odegrał olbrzymią rolę w kształtowaniu naszej cywilizacji. Wnikając w głąb świata najpierw pogańskiego, a potem chrześcijańskiego, nawiązał z nim różnorodne relacje. Wpływając na otoczenie sam również podlegał wielu zmianom na skutek kontaktów z nim. Legło to u podstaw licznych wydarzeń z historii Izraela o kontrowersyjnym charakterze oraz problemów judaizmu. Odbiło się to znacząco na dziejach całego świata. Owe zależności i powiązania zostały uchwycone przystępnie i interesująco w literackim eseju pióra Piotra Kuncewicza.
Encyklopedia tradycji i legend żydowskich	Alan Unterman	Książka i Wiedza	Zbiór informacji o bogatej tradycji, obyczajowości i kulturze żydowskiej został ujęty w formę encyklopedycznych haseł uporządkowanych alfabetycznie. Każde z nich zostało szczegółowo i rzetelnie opracowane. Tworzą one kompendium wiedzy na temat historii judaizmu. Przedstawiono w nim najważniejsze wydarzenia i postacie, żydowskie święta i ceremonie, metody interpretacji biblijnej, prawo, literaturę, poezję, język i zwyczaje. Dużym atutem publikacji są umieszczone w niej liczne ilustracje, dzięki czemu obraz dawnego i dzisiejszego świata żydowskiego jest kompletny i wielostronny. 
Żydzi w służbie Rzeczypospolitej, tom 2 1939-1945	Kunert A. K., Przewoźnik A.	Rada Ochrony Pamięci Walk i Męczeństwa	Zbiór wybranych reprintów i reprodukcji dokumentów dotyczących kwestii udziału Żydów w walkach o obronę Polski. Pozycja stwarza możliwość przyjrzenia się zjawiskom, wydarzaniom, ludziom nie przez pryzmat współczesnych interpretacji, ale poprzez materiały i teksty, zbierane i spisywane na bieżąco w latach 1939 ? 1945. Część pierwsza publikacji została poświęcona Żydom ? żołnierzom służącym w wojsku polskim, druga zaś przedstawia sylwetki Wiktora Altera, Henryka Erlicha, Michała Klepfisza, Janusza Korczaka, Hermana Liebermana, Szmula Zygielbojma
Deportacja Żydów z getta łódzkiego do KL Auschwitz i ich zagłada	Andrzej Strzelecki	Państwowe Muzeum Auschwitz-Birkenau	"Książka wydana przez Państwowego Muzeum Auschwitz-Birkenau w Oświęcimiu z okazji 60. rocznicy likwidacji getta w Łodzi. W pierwszej części publikacji zamieszczono rys historyczny, który to stanowi pierwszą próbę bliższego przedstawienia przebiegu deportacji Żydów z getta łódzkiego (wśród nich Żydów z Protektoratu Czech i Moraw, Niemiec, Austrii i Luksemburga, których umieszczono w getcie w październiku i listopadzie 1941 r.) do KL Auschwitz w sierpniu 1944 r. i ich losów. Szacunkowo 67 % spośród około 67 tys. deportowanych zgładzono wkrótce po przywiezieniu do obozu w komorach gazowych, pozostałych skierowano do niewolniczej pracy w różnych rejonach Trzeciej Rzeszy, w małej części do pracy w KL Auschwitz i jego podobozach. Tylko nieliczni przetrwali tę męczeńską drogę. Na drugą część publikacji składają się fragmentaryczne wykazy imienne Żydów łódzkich wywiezionych do KL Auschwitz (ofiar zamordowanych bezpośrednio po przybyciu, więźniów zarejestrowanych i tak zwanych więźniów ""depozytowych""). Część trzecia zawiera wiele nie publikowanych dotychczas dokumentów pochodzących z kancelarii władz niemieckich w Łodzi, Starszeństwa Żydów w getcie łódzkim i różnych obozów koncentracyjnych a także bogaty wybór relacji i wspomnień. "
Przemierzając szybkim krokiem getto...	Oskar Singer	Oficyna Bibliofilów	Oskar Singer - znany praski dziennikarz, publicysta i czołowy działacz ruchu syjonistycznego. W okresie II wojny światowej znalazłszy się w łódzkim getcie przyjął za swój obowiązek pozostawienie dla potomnych opisu życia w nim. Dla tworzonego dokumentu przyjął formę reportażu i eseju, w których relacjonuje zdarzenia z codzienności ludzi odizolowanych i udręczonych, którzy pomimo wszystkich okropności próbowali prowadzić normalne życie. Starał się on wydawać opinie i formułować oceny, choć nie były one jednoznaczne. Jednak w swych obserwacjach był rzetelny i szczegółowy. Na ich potwierdzenie przytaczał dane statystyczne. Jego prace są więc źródłem informacji, tym cenniejszych, iż zebranych przez świadka i uczestnika relacjonowanych wydarzeń. Do książki załączony jest rozkładany plan getta łódzkiego.
Łódzkie getto 1940-1944 Vademecum	Baranowski J.	Archiwum Państwowe w Łodzi	Druga, uzupełniona i poprawiona, edycja książki o łódzkim getcie wydana przez Archiwum Państwowe w Łodzi. Jest to swoisty przewodnik historyczny, zawierający m.in.: wykaz zachowanych do dziś budynków z terenu getta, alfabetyczny wykaz nazw ulic, pełny plan, schemat organizacji administracji getta, stopnie policji żydowskiej i innych służb wewnętrznych, oraz ponad 250 reprodukcji dokumentów oraz fotografii, z których większość publikowana jest po raz pierwszy. Pozycja skierowana do wszystkich, którzy chcą poznać tragiczne losy tego miejsca i ludzi z nim związanych. Całość obejmuje dwie wersje tekstu: polską i angielską. 
Przewodnik po cmentarzu żydowskim w Łodzi	Podolska J., Walicki J.	Oficyna Bibliofilów	Przewodnik ten zabiera nas na spacer po łódzkim cmentarzu żydowskim. Oprowadza nas po najciekawszych zakątkach, do których należą między innymi: Mauzoleum Poznańskiego, sarkofag Izaaka Hertza, grobowiec rodziny Silbersteinów, grób rodziców Artura Rubinsteina. Uzupełnienie interesującego opisu zredagowanego w języku polskim i angielskim stanowią liczne fotografie oddające atmosferę miejsca ? atmosferę zadumy i smutku. Ponadto w przewodniku znajdziemy zwięzłe wytłumaczenie żydowskich symboli sztuki nagrobnej.
Teodora	Paolo Cesaretti	Świat Książki	Niesamowita kobieta, która potrafiła wyrwać się ze środowiska nizin społecznych i sięgnąć po władzę cesarską w Bizancjum. Uparcie dążąc do celu osiągnęła najwyższą pozycję w państwie i dysponowała realną władzą, wpływając na bieg historii. Ze zwykłej prostytutki stała się autorytetem w ówczesnym świecie polityki. Zawdzięczała to swej urodzie, specyficznym cechom charakteru oraz konsekwentnemu działaniu. Została zapamiętana jako kobieta rozsądna i pobożna, jako cesarzowa przewidująca i odważna w podejmowaniu decyzji. Tłem żywej narracji książki poświęconej owej kobiecie jest epoka triumfalnych zwycięstw i przepychu Bizancjum, krwawo tłumionych rewolt i rozwoju chrześcijaństwa.
Pompejusz Wielki	Pat Southern	Świat Książki	Czasy schyłku starożytnej republiki rzymskiej były wyjątkowo burzliwe. Państwo przeżywało kryzys, który stwarzał możliwość przejęcia kontroli nad krajem przez wąskie grono lub nawet jedną osobę. Walka o władzę była krwawa i długotrwała. Uczestniczył w niej także Pompejusz Wielki ? wybitny wódz wojskowy cieszący się ogromnym poparciem społecznym. Wraz z Juliuszem Cezarem i Krassusem zawarł porozumienie zwane I triumwiratem. Jednakże potem skłócony z Cezarem, poniósł klęskę w bitwie pod Farsalos. Jego postać do dziś budzi kontrowersje i sprzeczne odczucia.
Marek Antoniusz	Pat Southern	Świat Książki	Historia starożytnego Rzymu obfitowała w burzliwe wydarzenia, z którymi związane były błyskotliwe kariery wybitnych osób. Do takich ludzi należał Marek Antoniusz. W okresie jego młodości nic nie zapowiadało, iż przejdzie do historii jako nieprzeciętny polityk i zwycięski wódz. Jednak dzięki szczęśliwemu zbiegowi wydarzeń został zaufanym oficerem Cezara i po jego śmierci przejął kontrolę nad Rzymem jako konsul. Wraz z Oktawianem Augustem i Lepidusem stworzył triumwirat. Jego zasługą były wielkie zwycięstwa militarne. Jednak niezapomnianą sławę przyniósł mu związek z Kleopatrą. Jeśli chcą Państwo poznać szczegóły, sekrety i tajemnice z życia tej postaci, warto sięgnąć po niniejszą książkę.
Kleopatra	Pat Southern	Świat Książki	Niniejsza biografia to portret jednej z najsłynniejszych kobiet wszech czasów. Kleopatra była ostatnią przedstawicielką dynastii ptolemejskiej rządzącej w Egipcie. Zasiadła na tronie dzięki poparciu Juliusza Cezara. Okazała się znakomitą królową dbającą o potrzeby swych poddanych. Znała kilka języków, była inteligenta i bystra, dlatego potrafiła znakomicie administrować państwem. Jednak nie udało się jej wygrać wojny domowej, pokonana w bitwie pod Akcjum postanowiła popełnić samobójstwo . Wokół jej postaci stworzono barwną legendę, która jednak ma wiele wspólnego z rzeczywistością...
Nefertiti	Philipp Vandenberg	Świat Książki	Nefertiti ? kobieta, która rządziła wielkim imperium, obalała dawnych bogów, kobieta o wielkiej charyzmie i sile. Była jedną z najbarwniejszych postaci w historii starożytnego Egiptu. Jej życie owiane tajemnicą i legendą prowokuje do snucia domysłów, zaś niedawne odkrycia archeologiczne i badania naukowe do nowych interpretacji faktów. Poznanie sekretów przeszłości może pomóc zrozumieć przyczyny i skutki wielu wydarzeń.
Historia społeczna starożytnego Rzymu	Alfoldy G.	Poznańskie	Rzymskie społeczeństwo starożytne było strukturą złożoną i ulegającą bezustannym zmianom. Procesy te niekiedy były płynne i stopniowe, natomiast innym razem burzliwe i krwawe. Te trudne zagadnienia zostały opisane w ciekawy i przystępny sposób przez historyka światowej sławy. Sięgnął on do czasów archaicznego społeczeństwa Rzymu, następnie omówił: zmiany zachodzące w nim na przełomie III i II wieku p.n.e., konflikty społeczne u schyłku republiki, których skutkiem było rosnące rozwarstwienie w okresie pryncypatu. Scharakteryzował także przemiany w okresie kryzysu Imperium Rzymskiego, argumentując, iż miały one ogromny wpływ na jego rozpad i na utratę politycznej przewagi na arenie międzynarodowej przez państwo. Analizując problemy związane z tym tematem postawił odważne tezy i wyciągnął interesujące wnioski.
Starożytni Celtowie	Cunliffe B.	Państwowy Instytut Wydawniczy	Publikacja ta jest pełnym, kompletnym opracowaniem problematyki dotyczącej historii i kultury starożytnych Celtów. Dzieje narodu zostały omówione począwszy od II tysiąclecia p.n.e. Czytelnik zapozna się więc z rozwojem i ekspansją Celtów na rozległych terenach Europy. Pozna czynniki decydujące o wzroście potęgi militarnej i politycznej, a następnie upadku w starciu z rzymskimi i germańskimi wojskami. Losy zredukowanych enklaw na Wyspach Brytyjskich i na kontynencie we wczesnym średniowieczu również są nader intrygujące. Autor ponadto wskazał na rolę i charakter celtyckiego dziedzictwa w czasach nowożytnych. Książka przy walorach pracy naukowej napisana została jasnym i zwięzłym językiem oraz wzbogacona zdjęciami z wykopalisk, fotografiami broni i urządzeń codziennego użytku.
Religia starożytnego Egiptu	Wiesław Bator	WAM	Książka omawia dotąd mało znane zagadnienia dotyczące religii i kultu starożytnych Egipcjan. Owszem większość z nas posiada pewne wyobrażenie o tej dziedzinie życia w Egipcie, jednak często stereotypowe lub błędne. Dzięki wnikliwej analizie przeprowadzonej przez Wiesława Batora poznamy: zachodzące w niej przemiany począwszy od okresu prehistorycznego i predynastycznego aż po czasy ptolemejskie i rzymskie; egipską wizję świata; cechy mitologii; sposoby oddawania czci bóstwom; pozycję kapłanów w społeczeństwie; znaczenie religii w życiu codziennym. Książka została napisana językiem przystępnym i barwnym, zawiera wiele ciekawostek i szczegółów.
Miłość w starożytnym Egipcie	Agnieszka Krzemińska	Państwowy Instytut Wydawniczy	Starożytni Egipcjanie byli wbrew pozorom bardzo podobni do nas ? mieli podobne uczucia i przeżycia. Wiele miejsca w ich życiu zajmowała miłość oraz seks. Były to niezwykłe istotne aspekty staroegipskiej kultury, lecz niestety rzadko poruszane do tej pory w naukowych opracowaniach, dlatego też mało znane. Jednak dzięki niniejszej publikacji możemy poznać liczne egipskie bóstwa opiekujące się tą dziedziną życia; poezję, opowiadania i inne artystyczne wyrazy tego uczucia. Wszystkie one przekazują nam fascynujący obraz miłości młodych zakochanych, miłości rodzinnej oraz miłości namiętnej i niszczącej, a także obraz kobiety i jej roli w społeczeństwie. Autorka omówiła również nader interesującą kwestię zjednywania sobie wzajemności czarami, zaklęciami, czy też innymi praktykami magicznymi. Książka została napisana ciekawie, żywym i przejrzystym językiem dla wszystkich. Ogromną jej zaletą są kolorowe fotografie, bogata bibliografia, przypisy zawierające rzetelne informacje.
Hadrian	Anthony R. Birley	Państwowy Instytut Wydawniczy	Biografia Hadriana stanowi prawdziwe wyzwanie. Już dla współczesnych był postacią dziwną i zagadkową. Zatem czy obecnie możemy mieć nadzieję, iż uda się nam zgłębić myśli i motywy postępowania tego człowieka? Stara się to uczynić autor niniejszej książki. Snując opowieść o rzymskim cezarze dochodzi do wniosku, iż ścierało się w nim kilka osobowości, że grał kilka ról. Patrząc na niego przez pryzmat jego czynów poznajemy osobę silną, zdecydowaną, ambitną, ale zarazem bardzo uczuciową i wrażliwą w prywatnych relacjach międzyludzkich. Powstaje więc pytanie: jaki był naprawdę?
Oktawian August	Pat Southern	Państwowy Instytut Wydawniczy	"Biografia Oktawiana Augusta to historia przekształcania się republiki w cesarstwo. Panując w imperium przez wiele lat ukształtował jego nowy ustrój, zapewnił mu stabilizację i wewnętrzny spokój. Konsekwencją jego rządów było przywrócenie ładu i porządku prawnego oraz scentralizowanie administracji. Uzyskał najwyższą pozycję w państwie i odegrał w nim ogromną rolę. Wrodzone cechy charakteru w połączeniu z doświadczeniem predestynowały go do rządzenia ludźmi. Potrafił sprawić, by powierzyli mu swoje losy i czuli się wobec niego zobowiązani. 	"
Aleksander Wielki	Peter Green	Państwowy Instytut Wydawniczy	Aleksander Wielki - władca Macedonii, został wychowany na króla i wojownika. Jego jedyną sprawą, nadrzędnym celem, a wręcz przemożną obsesją była wojna i podboje. Spędził życie odnosząc legendarne sukcesy jako genialny wódz. Niestety imperium, które stworzył, rozpadło się natychmiast po jego śmierci. Legenda jednak żyje nadal, a jego wielkość nie poddaje się żadnym ostatecznym sądom. Uosabia on pewien archetyp, mit politycznego geniusza. Dlatego jeszcze bardzo długo pozostanie niezbadaną zagadką dla nas i dla przyszłych pokoleń. Rąbek tajemnicy odkrywa przed nami Peter Green w swej doskonale udokumentowanej naukowo książce.
Ramzes Wielki	Tyldesley J.	Alfa	Ramzes II, zwany Wielkim, panował w Egipcie przez ponad 60 lat. Był jednym z największych władców, wzorem dla swoich następców, obiektem kultu starożytnych Egipcjan, legendą, która przetrwała do dzisiaj. W trakcie sprawowania władzy umocnił pozycje Egiptu, zakończył długotrwałe wojny z Hetytami, zapewnił wzrost gospodarczy kraju, zasłynął jako budowniczy wielu świątyń i budynków. Książka przybliża czytelnikowi sylwetką tego niezwykłego człowieka.
Neron odarty z mitów	Richard Holland	Amber	Klasyczne określenia dla Nerona to: tyran, brutalny morderca, sadysta, podpalacz, pseudoartysta. Taka legenda o tym człowieku przetrwała przez dwa tysiące lat. A jaka jest prawda? Autor stara się zrewidować i podważyć mit. Książka ukazuje Nerona Klaudiusza Druzusa Germanika innego, bardziej ludzkiego, pierwszą w historii gwiazdę kultury masowej. Jedno jest pewne, we wszystkim, co Neron robił popadał w przesadę, ale to nie znaczy, że był błaznem, czy antychrystem. Komu zatem i dlaczego zależało na stworzeniu takiego, a nie innego wizerunku cesarza?  
Hellada królów	Anna Świderkówna	PWN	Rok 323 p.n.e.. Umiera Aleksander Wielki. Rozpoczyna się epoka zwana hellenistyczną, pełna krwawych konfliktów i wojen, wybujałych ambicji, okrutnych intryg, spisków i przewrotów. Powstają nowe państwa, na arenę polityczną wkraczają nowi władcy. Książka Anny Świderkówny w cudowny sposób przybliża czytelnikowi ten burzliwy okres. Prawda historyczna zaczerpnięta ze źródeł, anegdoty starożytnych dziejopisarzy, niepowtarzalna narracja autorki ukazują barwne sylwetki ludzi, którzy czasem wyprzedzili swoją epokę, a czasem nie sprostali jej wymaganiom.   
